-13573042.447837327, 4490738.717715871
-13576148.930054493, 4477281.685216302
-13586807.104733493, 4496318.306452274
-13565620.542864034, 4483220.0382657405
-13580992.931173053, 4482837.327856613
-13561055.337797139, 4478281.425704164
-13574221.946481042, 4484787.562122924
-13565820.330514675, 4497374.232285887
-13581369.522958202, 4491613.150234407
-13567530.777100006, 4473020.834495532
-13594992.1634276, 4489409.936106472
-13571111.36157828, 4496627.927392777
-13583822.743477892, 4474346.487031211
-13560792.037586382, 4488887.7313649785
-13587790.05029312, 4488327.395789522
-13576598.796341872, 4475099.209641049
-13572598.15608125, 4476246.604013017
-13568642.563464345, 4489908.893652808
-13572003.26923908, 4480782.042045068
-13579593.861555161, 4486396.284436582
-13576762.68994337, 4496306.532805431
-13563060.49104854, 4476285.472583914
-13572281.80935853, 4487484.084941394
-13585871.919314496, 4483054.237842615
-13583303.251173504, 4490273.356684575
-13557293.44202991, 4484259.124792005
-13576201.767326308, 4491697.931636894
-13565203.415066522, 4489910.519732954
-13559077.35793751, 4475150.444533873
-13573935.908383146, 4472948.268971463
-13581442.845033988, 4478306.413198642
-13593974.081137806, 4492952.499023249
-13570271.26360678, 4477972.638314192
-13578949.949591415, 4494674.831547283
-13575547.933158975, 4488910.523234946
-13577057.363515291, 4485301.089556163
-13577920.31168053, 4474321.053461593
-13570276.807108952, 4494196.924787355
-13571210.047835749, 4499639.259379963
-13564138.677053317, 4493157.8865905795
-13574832.554100405, 4481602.305410093
-13562909.132415634, 4468675.608262757
-13570586.535723697, 4484986.944318905
-13589664.48328248, 4494702.294161325
-13583151.753142098, 4497024.879898515
-13570956.75264642, 4472316.966898146
-13573665.764882244, 4485744.3609288
-13558238.280518346, 4487111.622664454
-13578957.113459976, 4476547.837573131
-13563887.132865267, 4480106.1911240965
-13567702.56475021, 4485016.5874766
-13575324.743366815, 4484370.648857289
-13583151.87615441, 4487241.494935693
-13577495.880012337, 4479659.796680377
-13561886.399515726, 4483852.160338631
-13584802.10253635, 4491522.574264619
-13572961.417884622, 4494939.052546695
-13562275.786742756, 4491973.974678349
-13578389.32734843, 4491301.741664992
-13568510.787515352, 4481657.642872484
-13584203.157144831, 4477294.417286423
-13578819.722039614, 4483007.1833121665
-13575883.981155792, 4495118.642875756
-13580951.947858367, 4489312.61074652
-13566002.870313762, 4471135.635987538
-13566422.873565136, 4476154.083992714
-13565000.462913288, 4485893.609790233
-13584311.184136886, 4480358.757467
-13588412.82130529, 4486029.9765367685
-13570355.870422088, 4490649.362272872
-13582002.335613897, 4472758.957634144
-13565892.153415997, 4495177.30150251
-13567410.301739736, 4491387.883323362
-13561052.991609842, 4476012.8530440945
-13581909.203225868, 4485248.819727263
-13569282.552228563, 4474284.512340889
-13571510.976118926, 4488617.4280698635
-13584978.087292762, 4494896.358340912
-13587209.709535709, 4490831.2204291485
-13575309.525573792, 4486255.902208714
-13572652.77515769, 4483374.219623975
-13563539.398358498, 4488855.864628892
-13579221.562908914, 4472698.7728465935
-13572890.013441848, 4474023.314533261
-13574782.518372295, 4478872.915876427
-13555635.110762585, 4473904.705137019
-13574713.00104707, 4493224.907437263
-13580660.153403059, 4493494.957279238
-13562658.895580588, 4473244.81171476
-13568257.599616833, 4478674.130612878
-13568475.789684849, 4500800.024407949
-13568920.48789009, 4488117.857759961
-13570201.040728725, 4482211.993172962
-13592814.843122168, 4487901.804844575
-13558466.199502427, 4481842.588857191
-13590025.195628911, 4497449.937979608
-13583668.993307192, 4483809.682123721
-13573638.10367521, 4487415.897537934
-13575572.783048661, 4482734.606523351
-13559256.3891921, 4485093.500200018
